Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (inc),Max Cum PRCP (in)
syn_event_105_H-H-L_2002-05-22_12-00-00_SM3_BF1_SLR1,SUCCESS,9.408611111111112,40,,50763.,1.002,1.13,May 23 18:38,May 24 04:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_105_H-L-H_1979-04-25_09-00-00_SM3_BF1_SLR1,SUCCESS,9.801944444444445,40,,40598.,0.9413,2.64,May 23 19:42,May 24 05:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_105_H-L-L_2013-02-10_21-00-00_SM3_BF1_SLR1,SUCCESS,7.901944444444445,32,,31436.,0.6649,1.78,May 23 20:06,May 24 04:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_106_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,11.721666666666668,48,,90300.,1.608,2.21,May 22 18:53,May 23 06:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_106_H-H-L_2006-02-26_15-00-00_SM3_BF1_SLR1,SUCCESS,10.266388888888889,44,,34193.,0.6060,0.76,May 23 18:38,May 24 04:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_106_H-L-H_2007-12-16_11-00-00_SM3_BF1_SLR1,SUCCESS,11.564166666666667,48,,46513.,0.9223,1.05,May 23 19:43,May 24 07:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_106_H-L-L_2007-04-15_11-00-00_SM3_BF1_SLR1,SUCCESS,7.3075,32,,28866.,0.5675,2.36,May 23 20:06,May 24 03:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_107_H-H-H_2009-05-18_15-00-00_SM3_BF1_SLR1,SUCCESS,15.253333333333334,64,,110482.,1.945,4.48,May 22 18:53,May 23 10:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_107_H-H-L_2023-06-04_15-00-00_SM3_BF1_SLR1,SUCCESS,8.574166666666667,36,,34952.,0.6104,1.25,May 23 18:38,May 24 03:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_107_H-L-H_2018-12-20_15-00-00_SM3_BF1_SLR1,SUCCESS,11.430833333333332,48,,33818.,0.6977,1.63,May 23 19:43,May 24 07:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_107_H-L-L_1990-11-30_12-00-00_SM3_BF1_SLR1,SUCCESS,9.021111111111113,40,,72693.,1.644,1.30,May 23 20:06,May 24 05:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_108_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,11.458333333333332,48,,88662.,1.402,2.85,May 23 18:17,May 24 05:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_108_H-H-L_2015-12-04_11-00-00_SM3_BF1_SLR1,SUCCESS,9.601111111111111,40,,75061.,1.541,0.94,May 23 18:38,May 24 04:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_108_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR1,SUCCESS,6.355833333333333,28,,29471.,0.7014,0.14,May 23 20:06,May 24 02:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_109_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,12.125555555555556,52,,89306.,1.472,2.22,May 23 18:17,May 24 06:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_109_H-H-L_2017-11-11_20-00-00_SM3_BF1_SLR1,SUCCESS,7.579444444444444,32,,22447.,0.4585,1.12,May 23 18:38,May 24 02:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_109_H-L-L_2024-05-14_03-00-00_SM3_BF1_SLR1,SUCCESS,11.741944444444444,48,,42304.,0.8697,3.20,May 23 20:06,May 24 07:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_10_H-H-H_1996-03-10_15-00-00_SM3_BF1_SLR1,SUCCESS,10.940833333333334,44,,117261.,2.490,0.94,May 23 18:17,May 24 05:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_10_H-H-L_2001-09-29_18-00-00_SM3_BF1_SLR1,SUCCESS,10.315000000000001,44,,70308.,1.361,2.76,May 23 18:38,May 24 04:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_10_H-L-H_2002-09-25_01-00-00_SM3_BF1_SLR1,SUCCESS,10.509166666666667,44,,70835.,1.430,0.97,May 23 20:15,May 24 06:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_10_H-L-L_1982-04-23_12-00-00_SM3_BF1_SLR1,SUCCESS,6.051944444444445,28,,17778.,0.3905,0.24,May 23 20:06,May 24 02:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_110_H-H-H_2017-10-01_00-00-00_SM3_BF1_SLR1,SUCCESS,12.111944444444443,52,,93254.,1.776,3.19,May 23 18:17,May 24 06:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_110_H-H-L_2021-03-20_06-00-00_SM3_BF1_SLR1,SUCCESS,11.130555555555556,48,,33934.,0.7035,3.03,May 23 18:38,May 24 05:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_110_H-L-L_2018-01-01_18-00-00_SM3_BF1_SLR1,SUCCESS,6.984166666666667,28,,54647.,1.109,0.75,May 23 20:06,May 24 03:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_111_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,10.805833333333334,44,,114041.,2.010,2.25,May 23 18:17,May 24 05:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_111_H-H-L_2016-01-05_13-00-00_SM3_BF1_SLR1,SUCCESS,11.839166666666667,48,,66416.,1.312,1.09,May 23 18:38,May 24 06:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_112_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,10.081111111111111,44,,106405.,1.879,2.22,May 23 18:17,May 24 04:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_112_H-H-L_2022-12-21_14-00-00_SM3_BF1_SLR1,SUCCESS,9.38888888888889,40,,34455.,0.6595,1.79,May 23 18:38,May 24 04:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_112_H-L-L_2006-01-14_08-00-00_SM3_BF1_SLR1,SUCCESS,9.555277777777778,40,,26988.,0.6003,0.87,May 23 20:06,May 24 05:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_113_H-H-H_1997-12-13_04-00-00_SM3_BF1_SLR1,SUCCESS,11.611388888888888,48,,67398.,1.216,3.11,May 23 18:17,May 24 05:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_113_H-H-L_2006-02-26_15-00-00_SM3_BF1_SLR1,SUCCESS,11.636666666666667,48,,40014.,0.7965,1.03,May 23 18:42,May 24 06:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_113_H-L-L_2000-10-09_11-00-00_SM3_BF1_SLR1,SUCCESS,7.382499999999999,32,,19869.,0.3825,0.88,May 23 20:06,May 24 03:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_114_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,9.806944444444445,40,,101250.,1.763,2.21,May 23 18:17,May 24 04:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_114_H-H-L_1996-11-15_13-00-00_SM3_BF1_SLR1,SUCCESS,10.333333333333334,44,,128009.,2.304,1.35,May 23 18:42,May 24 05:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_114_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR1,SUCCESS,8.338333333333335,36,,61801.,1.137,0.83,May 23 20:06,May 24 04:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_115_H-H-H_1983-02-13_09-00-00_SM3_BF1_SLR1,SUCCESS,8.745277777777776,36,,41258.,0.8942,3.14,May 23 18:17,May 24 03:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_115_H-H-L_2012-10-26_17-00-00_SM3_BF1_SLR1,SUCCESS,7.732777777777778,32,,82711.,1.689,1.08,May 23 18:42,May 24 02:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_115_H-L-L_2004-11-14_13-00-00_SM3_BF1_SLR1,SUCCESS,6.683055555555556,28,,41061.,0.9112,0.28,May 23 20:06,May 24 02:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_116_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,10.09,44,,119164.,2.154,2.24,May 23 18:17,May 24 04:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_116_H-H-L_2023-04-09_05-00-00_SM3_BF1_SLR1,SUCCESS,10.857777777777777,44,,43978.,0.8586,1.34,May 23 18:42,May 24 05:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_116_H-L-L_2005-11-19_00-00-00_SM3_BF1_SLR1,SUCCESS,7.373333333333333,32,,40254.,0.9446,0.87,May 23 20:06,May 24 03:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_117_H-H-H_2004-02-24_21-00-00_SM3_BF1_SLR1,SUCCESS,8.473888888888888,36,,28702.,0.5757,2.03,May 23 18:17,May 24 02:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_117_H-H-L_2024-09-04_01-00-00_SM3_BF1_SLR1,SUCCESS,9.880833333333333,40,,42960.,0.7937,0.84,May 23 18:42,May 24 04:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_117_H-L-L_2017-01-23_00-00-00_SM3_BF1_SLR1,SUCCESS,7.437222222222222,32,,18703.,0.3805,0.83,May 23 20:06,May 24 03:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_118_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,10.041944444444445,44,,125248.,2.139,2.20,May 23 18:17,May 24 04:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_118_H-H-L_1991-11-09_07-00-00_SM3_BF1_SLR1,SUCCESS,10.694444444444445,44,,54863.,0.9844,2.78,May 23 18:42,May 24 05:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_118_H-L-L_2004-11-14_13-00-00_SM3_BF1_SLR1,SUCCESS,6.144722222222223,28,,18262.,0.3885,0.32,May 23 20:06,May 24 02:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_119_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,13.712499999999999,56,,115258.,2.001,2.20,May 23 18:17,May 24 08:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_119_H-H-L_2019-02-09_19-00-00_SM3_BF1_SLR1,SUCCESS,9.20861111111111,40,,35577.,0.7051,1.44,May 23 18:42,May 24 03:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_119_H-L-L_2023-03-08_12-00-00_SM3_BF1_SLR1,SUCCESS,11.497499999999999,48,,49823.,1.049,1.17,May 23 20:06,May 24 07:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_11_H-H-H_2005-01-14_16-00-00_SM3_BF1_SLR1,SUCCESS,10.193611111111112,44,,46918.,0.8449,2.21,May 23 18:17,May 24 04:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_11_H-H-L_1996-11-15_13-00-00_SM3_BF1_SLR1,SUCCESS,10.742222222222221,44,,90662.,1.852,2.88,May 23 18:42,May 24 05:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_11_H-L-H_2008-03-07_19-00-00_SM3_BF1_SLR1,SUCCESS,13.540833333333333,56,,57773.,1.125,1.53,May 23 19:44,May 24 09:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_11_H-L-L_2004-11-09_14-00-00_SM3_BF1_SLR1,Failed,N/A,0,,****************,82.79,0.15,May 23 20:06,May 23 21:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_120_H-H-H_2013-05-02_23-00-00_SM3_BF1_SLR1,SUCCESS,12.996388888888887,52,,48629.,0.8804,4.05,May 23 18:17,May 24 07:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_120_H-H-L_1999-01-31_04-00-00_SM3_BF1_SLR1,SUCCESS,10.881388888888889,44,,63252.,1.427,0.96,May 23 18:42,May 24 05:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_120_H-L-L_2020-12-08_00-00-00_SM3_BF1_SLR1,SUCCESS,8.570555555555556,36,,95233.,2.027,0.86,May 23 20:10,May 24 04:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_121_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,11.719166666666666,48,,145482.,2.767,2.19,May 23 18:17,May 24 06:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_121_H-H-L_1988-12-12_19-00-00_SM3_BF1_SLR1,SUCCESS,8.220833333333333,36,,22411.,0.4915,0.83,May 23 18:42,May 24 02:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_121_H-L-L_1982-04-23_12-00-00_SM3_BF1_SLR1,SUCCESS,8.211388888888887,36,,19348.,0.3514,0.81,May 23 20:10,May 24 04:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_122_H-H-H_2011-10-08_12-00-00_SM3_BF1_SLR1,SUCCESS,11.794166666666667,48,,142267.,2.714,2.21,May 23 18:17,May 24 06:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_122_H-H-L_1999-01-31_04-00-00_SM3_BF1_SLR1,SUCCESS,10.18388888888889,44,,37601.,0.6981,1.07,May 23 18:42,May 24 04:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_122_H-L-L_2020-11-02_16-00-00_SM3_BF1_SLR1,SUCCESS,9.122222222222224,40,,25136.,0.5069,0.85,May 23 20:10,May 24 05:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_123_H-H-H_2017-10-01_00-00-00_SM3_BF1_SLR1,SUCCESS,12.358888888888888,52,,117951.,1.919,3.18,May 23 18:17,May 24 06:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_123_H-H-L_2021-03-20_06-00-00_SM3_BF1_SLR1,SUCCESS,13.13,56,,49211.,0.9826,3.04,May 23 18:42,May 24 07:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_123_H-L-L_2015-11-25_20-00-00_SM3_BF1_SLR1,SUCCESS,8.34388888888889,36,,39950.,0.9076,0.21,May 23 20:10,May 24 04:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_124_H-H-H_1987-02-05_12-00-00_SM3_BF1_SLR1,SUCCESS,10.778055555555556,44,,34936.,0.6924,2.26,May 23 18:17,May 24 05:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_124_H-H-L_1984-11-21_16-00-00_SM3_BF1_SLR1,SUCCESS,8.72888888888889,36,,126921.,2.214,0.91,May 23 18:42,May 24 03:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_124_H-L-L_2017-01-23_00-00-00_SM3_BF1_SLR1,SUCCESS,10.126666666666667,44,,67330.,1.407,2.79,May 23 20:10,May 24 06:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_125_H-H-L_1987-01-04_23-00-00_SM3_BF1_SLR1,SUCCESS,9.035,40,,65005.,1.283,1.95,May 23 18:42,May 24 03:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_125_H-L-L_2020-08-10_02-00-00_SM3_BF1_SLR1,SUCCESS,6.576111111111111,28,,20332.,0.4311,0.13,May 23 20:10,May 24 02:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_126_H-H-L_2022-12-21_14-00-00_SM3_BF1_SLR1,SUCCESS,7.693333333333333,32,,49236.,1.086,1.31,May 23 18:42,May 24 02:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_126_H-L-L_2019-12-12_08-00-00_SM3_BF1_SLR1,SUCCESS,6.493888888888889,28,,19009.,0.4337,0.21,May 23 20:10,May 24 02:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_127_H-H-L_2020-02-21_01-00-00_SM3_BF1_SLR1,SUCCESS,9.459999999999999,40,,71893.,1.441,2.96,May 23 18:42,May 24 04:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_127_H-L-L_2021-05-14_17-00-00_SM3_BF1_SLR1,SUCCESS,7.109722222222222,32,,22860.,0.4945,1.88,May 23 20:10,May 24 03:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_128_H-H-L_1988-12-12_19-00-00_SM3_BF1_SLR1,SUCCESS,8.526666666666667,36,,37637.,0.7316,1.49,May 23 18:42,May 24 03:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_128_H-L-L_2023-03-08_12-00-00_SM3_BF1_SLR1,SUCCESS,8.412777777777778,36,,24438.,0.4670,1.32,May 23 20:10,May 24 04:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_129_H-H-L_2005-01-28_05-00-00_SM3_BF1_SLR1,SUCCESS,9.161111111111111,40,,57239.,1.170,1.31,May 23 18:42,May 24 03:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_129_H-L-L_2019-12-12_08-00-00_SM3_BF1_SLR1,SUCCESS,8.508055555555556,36,,42321.,0.9768,0.81,May 23 20:10,May 24 04:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_12_H-H-H_1983-02-13_09-00-00_SM3_BF1_SLR1,SUCCESS,10.167222222222222,44,,49803.,0.9969,1.32,May 23 18:17,May 24 04:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_12_H-H-L_1989-03-10_05-00-00_SM3_BF1_SLR1,SUCCESS,8.112222222222222,36,,41113.,0.8447,1.19,May 23 18:42,May 24 02:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_12_H-L-H_2022-03-12_14-00-00_SM3_BF1_SLR1,SUCCESS,8.780555555555557,36,,37576.,0.8276,1.22,May 23 19:46,May 24 04:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_12_H-L-L_2000-01-14_12-00-00_SM3_BF1_SLR1,SUCCESS,9.95,40,,23056.,0.4574,1.23,May 23 20:10,May 24 06:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_130_H-H-L_1999-01-31_04-00-00_SM3_BF1_SLR1,SUCCESS,9.022222222222224,40,,36862.,0.6796,1.10,May 23 18:42,May 24 03:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_130_H-L-L_2020-08-10_02-00-00_SM3_BF1_SLR1,SUCCESS,7.725833333333333,32,,24296.,0.4768,3.08,May 23 20:10,May 24 03:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_131_H-H-L_2012-10-26_17-00-00_SM3_BF1_SLR1,SUCCESS,9.368333333333334,40,,88716.,1.789,1.38,May 23 18:46,May 24 04:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
