Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (inc),Max Cum PRCP (in)
syn_event_1006_L-H-L_1992-10-07_01-00-00_SM3_BF1_Base,SUCCESS,9.844166666666668,40,,56737.,1.227,1.11,May 15 14:03,May 15 23:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1006_L-L-H_2012-08-27_15-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1007_L-H-L_2002-10-15_12-00-00_SM3_BF1_Base,SUCCESS,10.55388888888889,44,,36987.,0.7816,1.52,May 15 14:03,May 16 00:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1007_L-L-H_2017-04-04_17-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1008_L-H-L_2019-11-08_12-00-00_SM3_BF1_Base,SUCCESS,8.51361111111111,36,,44498.,0.9511,0.85,May 15 14:03,May 15 22:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1008_L-L-H_1994-03-02_12-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1009_L-H-L_1995-05-21_10-00-00_SM3_BF1_Base,SUCCESS,7.534722222222222,32,,20531.,0.4477,0.20,May 15 14:04,May 15 21:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1009_L-L-H_1982-04-08_12-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_H-H-H_2021-11-05_15-00-00_SM3_BF1_Base,SUCCESS,10.499722222222221,44,,32250.,0.6511,2.77,May 14 15:54,May 15 02:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_H-H-L_2004-09-20_07-00-00_SM3_BF1_Base,SUCCESS,9.773888888888889,40,,53359.,1.181,0.27,May 14 16:19,May 15 02:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_H-L-H_2006-12-25_15-00-00_SM3_BF1_Base,SUCCESS,10.513333333333334,44,,33885.,0.7171,2.67,May 14 17:22,May 15 03:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_H-L-L_2017-01-23_00-00-00_SM3_BF1_Base,SUCCESS,6.534722222222222,28,,15619.,0.3547,0.38,May 14 17:46,May 15 00:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_L-H-H_2015-01-12_23-00-00_SM3_BF1_Base,SUCCESS,9.631944444444445,40,,27164.,0.5657,1.60,May 15 14:03,May 15 23:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_L-H-L_1991-01-25_12-00-00_SM3_BF1_Base,SUCCESS,9.056944444444445,40,,51375.,1.145,1.01,May 15 14:01,May 15 23:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_100_L-L-H_1985-04-13_08-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1010_L-L-H_2019-10-07_22-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1011_L-H-L_1986-12-22_08-00-00_SM3_BF1_Base,SUCCESS,12.481111111111112,52,,34020.,0.7174,1.00,May 15 14:08,May 16 02:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1011_L-L-H_2003-04-26_08-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1012_L-H-L_2012-06-15_13-00-00_SM3_BF1_Base,SUCCESS,10.594722222222222,44,,60557.,1.251,1.02,May 15 14:01,May 16 00:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1012_L-L-H_2023-11-16_23-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1013_L-H-L_2020-06-16_01-00-00_SM3_BF1_Base,SUCCESS,9.380277777777778,40,,43548.,0.9309,1.54,May 15 14:02,May 15 23:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1013_L-L-H_2017-11-23_16-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1014_L-L-H_1981-03-22_21-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1015_L-H-L_2009-12-17_18-00-00_SM3_BF1_Base,SUCCESS,14.542222222222222,60,,36252.,0.7490,3.19,May 15 14:02,May 16 04:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1015_L-L-H_2002-12-10_02-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1016_L-L-H_1984-04-04_01-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1017_L-H-L_1992-02-10_10-00-00_SM3_BF1_Base,SUCCESS,6.447222222222223,28,,20614.,0.4658,0.23,May 15 14:14,May 15 20:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1017_L-L-H_1996-01-01_12-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1018_L-H-L_1998-08-02_12-00-00_SM3_BF1_Base,SUCCESS,8.290555555555555,36,,28899.,0.7032,1.01,May 15 14:03,May 15 22:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1018_L-L-H_2018-07-22_22-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1019_L-H-L_2014-02-12_02-00-00_SM3_BF1_Base,SUCCESS,9.026666666666667,40,,45268.,1.001,1.24,May 15 14:01,May 15 23:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1019_L-L-H_2013-12-15_08-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_H-H-H_2011-10-08_12-00-00_SM3_BF1_Base,SUCCESS,11.344166666666668,48,,73935.,1.524,2.23,May 14 15:55,May 15 03:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_H-H-L_2016-01-05_13-00-00_SM3_BF1_Base,SUCCESS,13.992222222222221,56,,68595.,1.501,1.23,May 14 16:18,May 15 06:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_H-L-H_2018-12-20_15-00-00_SM3_BF1_Base,SUCCESS,11.543333333333333,48,,35103.,0.7334,2.69,May 14 17:23,May 15 04:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_H-L-L_2019-12-20_16-00-00_SM3_BF1_Base,SUCCESS,10.328055555555554,44,,46671.,1.049,0.82,May 14 17:46,May 15 04:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_L-H-H_2000-09-06_23-00-00_SM3_BF1_Base,SUCCESS,10.548055555555555,44,,23408.,0.4601,3.16,May 15 14:02,May 16 00:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_L-H-L_1994-05-20_02-00-00_SM3_BF1_Base,SUCCESS,6.906666666666667,28,,32671.,0.6573,0.56,May 15 14:02,May 15 20:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_101_L-L-H_2005-05-31_15-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1020_L-H-L_2014-06-01_19-00-00_SM3_BF1_Base,SUCCESS,11.098611111111111,48,,21374.,0.4446,3.04,May 15 14:01,May 16 01:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1020_L-L-H_2024-09-05_20-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1021_L-H-L_2016-02-07_05-00-00_SM3_BF1_Base,SUCCESS,10.215277777777777,44,,63691.,1.289,2.07,May 15 14:02,May 16 00:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1021_L-L-H_1983-02-02_12-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1022_L-H-L_2023-09-28_03-00-00_SM3_BF1_Base,SUCCESS,8.203888888888889,36,,41464.,0.8483,1.56,May 15 14:01,May 15 22:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1022_L-L-H_2017-04-04_17-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1023_L-H-L_1991-01-25_12-00-00_SM3_BF1_Base,SUCCESS,9.849722222222223,40,,25512.,0.5725,1.45,May 15 14:02,May 15 23:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1023_L-L-H_2002-12-13_06-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1024_L-H-L_2013-10-15_02-00-00_SM3_BF1_Base,SUCCESS,12.8025,52,,22718.,0.5057,3.07,May 15 14:02,May 16 02:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1024_L-L-H_2017-05-24_20-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1025_L-H-L_2005-02-01_23-00-00_SM3_BF1_Base,SUCCESS,16.120555555555555,68,,30260.,0.6022,4.18,May 15 14:02,May 16 06:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1025_L-L-H_1997-10-27_11-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1026_L-L-H_1988-01-21_10-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1027_L-H-L_1992-02-06_07-00-00_SM3_BF1_Base,SUCCESS,11.703055555555554,48,,41865.,0.9970,0.25,May 15 14:02,May 16 01:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1027_L-L-H_1979-12-06_22-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1028_L-H-L_2023-09-28_03-00-00_SM3_BF1_Base,SUCCESS,13.307777777777778,56,,56583.,1.215,0.57,May 15 14:02,May 16 03:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1028_L-L-H_1984-04-04_01-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1029_L-H-L_2016-04-15_11-00-00_SM3_BF1_Base,SUCCESS,15.526944444444446,64,,37670.,0.8703,1.27,May 15 14:02,May 16 05:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1029_L-L-H_1982-03-06_07-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_H-H-H_2021-11-05_15-00-00_SM3_BF1_Base,SUCCESS,12.651666666666667,52,,35015.,0.6898,2.92,May 14 15:55,May 15 04:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_H-H-L_2016-01-05_13-00-00_SM3_BF1_Base,SUCCESS,11.555000000000001,48,,40861.,0.8921,1.16,May 14 16:19,May 15 03:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_H-L-H_2022-03-12_14-00-00_SM3_BF1_Base,SUCCESS,11.6225,48,,26363.,0.5471,3.21,May 14 17:22,May 15 05:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_H-L-L_2023-03-03_21-00-00_SM3_BF1_Base,SUCCESS,8.452499999999999,36,,79586.,1.880,2.65,May 14 17:46,May 15 02:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_L-H-H_1986-01-10_08-00-00_SM3_BF1_Base,SUCCESS,10.20611111111111,44,,28899.,0.6654,2.98,May 15 14:02,May 16 00:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_L-H-L_1993-03-19_02-00-00_SM3_BF1_Base,SUCCESS,6.652500000000001,28,,34581.,0.7701,0.41,May 15 14:01,May 15 20:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_102_L-L-H_1997-09-27_11-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1030_L-H-L_2009-12-17_18-00-00_SM3_BF1_Base,SUCCESS,9.643888888888888,40,,25941.,0.5858,2.17,May 15 14:02,May 15 23:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1030_L-L-H_2018-01-29_09-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1031_L-H-L_2018-11-23_04-00-00_SM3_BF1_Base,SUCCESS,10.903055555555556,44,,17702.,0.3752,3.43,May 15 14:01,May 16 00:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1031_L-L-H_2002-12-10_02-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1032_L-H-L_1992-02-06_07-00-00_SM3_BF1_Base,SUCCESS,8.090277777777779,36,,51401.,1.113,0.29,May 15 14:01,May 15 22:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1032_L-L-H_2005-12-18_04-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1033_L-H-L_2008-09-24_00-00-00_SM3_BF1_Base,SUCCESS,6.939722222222223,28,,32842.,0.6555,0.35,May 15 14:02,May 15 20:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1033_L-L-H_2018-03-20_02-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1034_L-H-L_2007-09-17_09-00-00_SM3_BF1_Base,SUCCESS,8.26361111111111,36,,18643.,0.4370,1.61,May 15 14:11,May 15 22:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1034_L-L-H_2002-11-16_22-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1036_L-H-L_2009-12-17_18-00-00_SM3_BF1_Base,SUCCESS,10.118055555555555,44,,33911.,0.6984,2.48,May 15 14:01,May 16 00:08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1036_L-L-H_2002-12-13_06-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1037_L-H-L_2023-09-28_03-00-00_SM3_BF1_Base,SUCCESS,7.683888888888889,32,,21860.,0.4227,0.62,May 15 14:02,May 15 21:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1037_L-L-H_1999-01-24_06-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1038_L-H-L_2000-01-08_22-00-00_SM3_BF1_Base,SUCCESS,8.1875,36,,30140.,0.6272,0.78,May 15 14:05,May 15 22:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1038_L-L-H_1999-01-24_06-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1039_L-H-L_1979-02-17_21-00-00_SM3_BF1_Base,SUCCESS,10.896388888888888,44,,43447.,0.9180,1.17,May 15 14:17,May 16 01:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1039_L-L-H_2005-06-30_03-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_H-H-H_2011-10-08_12-00-00_SM3_BF1_Base,SUCCESS,11.675833333333333,48,,74840.,1.507,2.23,May 14 15:55,May 15 03:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_H-H-L_1989-03-10_05-00-00_SM3_BF1_Base,SUCCESS,9.411388888888888,40,,28599.,0.5998,0.76,May 14 16:18,May 15 01:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_H-L-H_2005-07-10_09-00-00_SM3_BF1_Base,SUCCESS,8.323055555555555,36,,40468.,0.8871,0.65,May 14 17:22,May 15 01:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_H-L-L_2023-12-14_17-00-00_SM3_BF1_Base,SUCCESS,12.311111111111112,52,,76127.,1.748,1.57,May 14 17:46,May 15 06:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_L-H-H_1998-02-15_20-00-00_SM3_BF1_Base,SUCCESS,10.808055555555557,44,,49116.,0.9757,2.92,May 15 14:02,May 16 00:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_L-H-L_1994-11-12_12-00-00_SM3_BF1_Base,SUCCESS,9.570833333333333,40,,30508.,0.6764,0.36,May 15 14:17,May 15 23:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_103_L-L-H_1996-03-31_01-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1040_L-L-H_2014-03-29_17-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1041_L-H-L_1993-01-20_14-00-00_SM3_BF1_Base,SUCCESS,9.486388888888888,40,,25080.,0.5676,3.18,May 15 14:03,May 15 23:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1041_L-L-H_1997-10-27_11-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1042_L-H-L_1985-09-14_04-00-00_SM3_BF1_Base,SUCCESS,8.264444444444445,36,,19297.,0.4249,1.03,May 15 14:03,May 15 22:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1042_L-L-H_2016-02-04_23-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1043_L-H-L_1982-10-24_09-00-00_SM3_BF1_Base,SUCCESS,7.533055555555555,32,,17316.,0.3763,0.77,May 15 14:03,May 15 21:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1043_L-L-H_1982-09-26_08-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1044_L-H-L_2014-02-12_02-00-00_SM3_BF1_Base,SUCCESS,8.88361111111111,36,,45642.,1.010,1.26,May 15 14:02,May 15 22:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1044_L-L-H_2014-07-12_21-00-00_SM3_BF1_Base,Running,N/A,0,,N/A,N/A,N/A,May 17 01:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
syn_event_1045_L-H-L_2008-09-20_08-00-00_SM3_BF1_Base,SUCCESS,10.119722222222222,44,,24618.,0.4994,1.84,May 15 14:03,May 16 00:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
